OriginalCityStateID,NewCityStateID,City,OriginalState,NewState,MatchValue,MlInputCity,MlPredictedState,MlConfidence
antonchiconm,antonchiconm,anton chico,NM,NM,90.5,anton chico,WA,0.0499239156351398
austinar,austinar,austin,AR,AR,100.0,austin,AR,0.1785048763973608
rossoh,rossoh,ross,OH,OH,100.0,ross,OH,0.3323270952305338
yorktownin,yorktownin,yorktown,IN,IN,100.0,yorktown,NY,0.1894955613324055
fredericksburgpa,fredericksburgpa,fredericksburg,PA,PA,100.0,fredericksburg,VA,0.1901310231915688
hernandof,hernandofl,hernando,F,FL,100.0,hernando,FL,0.300924480507107
wataugatx,wataugatx,watauga,TX,TX,100.0,watauga,NC,0.2742264375483305
wheatonmo,wheatonil,wheaton,MO,IL,100.0,wheaton,MD,0.1807656099288413
folwingspringsaz,folwingspringsnc,folwing springs,AZ,NC,86.66666666666667,folwing springs,FL,0.11363555468657
raoulga,raoulga,raoul,GA,GA,100.0,raoul,GA,0.0743335847478249
daingerfieldt,daingerfieldtx,daingerfield,T,TX,100.0,daingerfield,TX,0.0406938805053028
roysecitymtx,roysecitymtx,royse citym,TX,TX,90.5,royse citym,TX,0.0628947657699046
monturafl,monturaca,montura,FL,CA,85.71428571428571,montura,PA,0.0259794308996445
carbonadowa,carbonadowa,carbonado,WA,WA,83.33333333333334,carbonado,PA,0.0259794308996445
sagharborny,sagharborny,sag harbor,NY,NY,100.0,sag harbor,NY,0.3207916954458867
fortchiswellva,fortchiswellky,fort chiswell,VA,KY,76.92307692307693,fort chiswell,CO,0.1327579077544467
indianshoresfl,indianshoresfl,indian shores,FL,FL,100.0,indian shores,FL,0.6103355979362918
holbrookny,holbrookny,holbrook,NY,NY,100.0,holbrook,MA,0.0991334134278213
pecktonvillemd,pecktonvilleal,pecktonville,MD,AL,75.0,pecktonville,PA,0.0259794308996445
tablerocka,tablerockco,table rock,A,CO,81.81818181818183,table rock,WY,0.3349817212681861
fortoglethorpegar,fortoglethorpega,fort oglethorpe,GAR,GA,100.0,fort oglethorpe,GA,0.4480766328031657
mustangtx,mustangok,mustang,TX,OK,100.0,mustang,OK,0.1512249121480798
tanacrossak,tanacrossme,tanacross,AK,ME,90.5,tanacross,PA,0.0259794308996445
eldoradohillsca,eldoradohillsca,el dorado hills,CA,CA,100.0,el dorado hills,CA,0.3797100811269824
phenixcityal,phenixcityal,phenix city,AL,AL,100.0,phenix city,AL,0.1638364280466012
usffielddepotct,usffielddepotct,usffield depot,CT,CT,92.85714285714286,usffield depot,CT,0.4584846933733398
ashlnadks,ashlnadks,ashlnad,KS,KS,85.71428571428571,ashlnad,PA,0.0259794308996445
southjoroanut,southjoroanut,south joroan,UT,UT,91.66666666666666,south joroan,WY,0.1471634252404104
eastbernstadtky,eastbernstadtpa,east bernstadt,KY,PA,81.81818181818183,east bernstadt,RI,0.1964166066466119
woburnma,woburnma,woburn,MA,MA,100.0,woburn,MA,0.1188553159556319
lakelandsouthwa,lakelandsouthwa,lakeland south,WA,WA,100.0,lakeland south,FL,0.1868246079937701
grangermo,grangerin,granger,MO,IN,100.0,granger,TX,0.046553952976266
dewittmo,dewittar,de witt,MO,AR,100.0,de witt,IL,0.1936275659532267
pantopsva,pantopsva,pantops,VA,VA,100.0,pantops,VA,0.0766765018140381
rockyboywestmt,rockyboywesttn,rocky boy west,MT,TN,77.77777777777779,rocky boy west,NC,0.0985475075776741
fessendennd,fessendennd,fessenden,ND,ND,100.0,fessenden,ND,0.3889278464317063
emadco,emadco,emad,CO,CO,75.0,emad,PA,0.0259794308996445
quimbysia,quimbyca,quimby,SIA,CA,66.66666666666666,quimby,PA,0.0259794308996445
florencedin,florencedal,florenced,IN,AL,90.5,florenced,PA,0.0259794308996445
daltonwi,daltonga,dalton,WI,GA,100.0,dalton,ID,0.672075807860825
bellmeadtx,bellmeadtx,bellmead,TX,TX,100.0,bellmead,TX,0.0406938805053028
westbenia,westbentx,west ben,IA,TX,90.5,west ben,PA,0.1270635550183079
athensoh,athensoh,athens,OH,OH,100.0,athens,OH,0.1333711056628674
terrytownla,terrytownla,terrytown,LA,LA,100.0,terrytown,LA,0.2076427360878493
elmwoodparknj,elmwoodparknj,elmwood park,NJ,NJ,100.0,elmwood park,NJ,0.4624312060157535
bourbonnaisil,bourbonnaisil,bourbonnais,IL,IL,100.0,bourbonnais,IL,0.0349335350713326
sabinmn,sabinoh,sabin,MN,OH,83.33333333333334,sabin,PA,0.025932539807351
ridgewoodheightsfl,ridgewoodheightsfl,ridge wood heights,FL,FL,100.0,ridge wood heights,NJ,0.2152904084687014
solonia,solonia,solon,IA,IA,100.0,solon,IA,0.0473691572455248
husliaak,husliaid,huslia,AK,ID,75.0,huslia,PA,0.0259794308996445
albanymn,albanymn,albany,MN,MN,100.0,albany,WY,0.4428465327625091
powhattanks,powhattantx,powhattan,KS,TX,75.0,powhattan,PA,0.0259794308996445
lindencu,lindenal,linden,CU,AL,100.0,linden,AL,0.0833060872316632
wahnetafl,wahnetafl,wahneta,FL,FL,100.0,wahneta,FL,0.044689781507147
quincyfl,quincyfl,quincy,FL,FL,100.0,quincy,MA,0.0858418495746735
laughlinnv,laughlinnv,laughlin,NV,NV,100.0,laughlin,NV,0.475775289950115
cornishok,cornishme,cornish,OK,ME,100.0,cornish,ME,0.0798405854512492
bloomsburynj,bloomsburypa,bloomsbury,NJ,PA,90.0,bloomsbury,PA,0.0259794308996445
cantonsd,cantonsd,canton,SD,SD,100.0,canton,CT,0.1901130084736749
fredericksburgva,fredericksburgva,fredericksburg,VA,VA,100.0,fredericksburg,VA,0.1901310231915688
lakemaryronanmt,lakemaryronanfl,lake mary ronan,MT,FL,90.5,lake mary ronan,FL,0.1214166796479428
perkinsok,perkinsok,perkins,OK,OK,100.0,perkins,SD,0.4737705857319594
volcanohi,volcanohi,volcano,HI,HI,100.0,volcano,HI,0.4315098548623171
cralvilleia,cralvilleia,cralville,IA,IA,90.0,cralville,PA,0.0259794308996445
reddellla,reddellme,reddell,LA,ME,100.0,reddell,PA,0.0259794308996445
bouseaz,bouseid,bouse,AZ,ID,80.0,bouse,PA,0.0259794308996445
hardya,hardyar,hardy,A,AR,75.0,hardy,WV,0.5399571010675394
wavelandms,wavelandms,waveland,MS,MS,100.0,waveland,MS,0.0626938116093965
suttonsbaymi,suttonsbayla,suttons bay,MI,LA,90.5,suttons bay,AK,0.2420218601997903
cheverlymd,cheverlymd,cheverly,MD,MD,100.0,cheverly,MD,0.1234601020123073
bentleyil,bentleyil,bentley,IL,IL,85.71428571428571,bentley,PA,0.0259794308996445
paradisetx,paradiseca,paradise,TX,CA,100.0,paradise,NV,0.2859646379004008
columbusil,columbusga,columbus,IL,GA,100.0,columbus,MS,0.1664184985660423
owensburgin,owensburgin,owensburg,IN,IN,80.0,owensburg,PA,0.0259794308996445
kimballtn,kimballtn,kimball,TN,TN,100.0,kimball,NE,0.499610382625433
meadvillems,meadvillems,meadville,MS,MS,100.0,meadville,MS,0.0602109068606155
pontotocs,pontotocms,pontotoc,S,MS,100.0,pontotoc,MS,0.3329705818608979
huntsvilleoh,huntsvilleal,huntsville,OH,AL,100.0,huntsville,AR,0.1710219325579323
rockspringswi,rockspringstx,rocksprings,WI,TX,100.0,rocksprings,WY,0.2665829185292666
robstawntx,robstawntx,robstawn,TX,TX,87.5,robstawn,PA,0.0259794308996445
cambridgeid,cambridgeil,cambridge,ID,IL,100.0,cambridge,IN,0.1976517096030216
fairmountga,fairmountin,fairmount,GA,IN,100.0,fairmount,MD,0.3263424140346939
lockingtonoh,lockingtonca,lockington,OH,CA,85.71428571428571,lockington,PA,0.0259794308996445
pacificjunctionia,pacificjunctionmo,pacific junction,IA,MO,90.5,pacific junction,OR,0.2554095657291202
bridgecityla,bridgecityla,bridge city,LA,LA,100.0,bridge city,NJ,0.2050414259611669
millerscreeknc,millerscreeknc,millers creek,NC,NC,100.0,millers creek,NC,0.2422594740586433
springbrookia,springbrookoh,springbrook,IA,OH,90.5,springbrook,PA,0.0259794308996445
killeentxm,killeentx,killeen,TXM,TX,100.0,killeen,TX,0.0406938805053028
clevelandga,clevelandga,cleveland,GA,GA,100.0,cleveland,OK,0.2609997066387749
keedysvillemd,keedysvillemd,keedysville,MD,MD,100.0,keedysville,MD,0.1234601020123073
dorringtonca,dorringtonct,dorrington,CA,CT,90.0,dorrington,PA,0.0259794308996445
carbondaelil,carbondaelil,carbondael,IL,IL,90.0,carbondael,PA,0.0259794308996445
knollwoodtx,knollwoodil,knollwood,TX,IL,100.0,knollwood,IL,0.0516646472090248
copiagueny,copiagueny,copiague,NY,NY,100.0,copiague,NY,0.0620261946994712
eldersburgmd,eldersburgmd,eldersburg,MD,MD,100.0,eldersburg,MD,0.1234601020123073
oclumbiamo,oclumbiamo,oclumbia,MO,MO,87.5,oclumbia,PA,0.0259794308996445
elcenizotx,elcenizotx,el cenizo,TX,TX,100.0,el cenizo,NM,0.1177114261270195
dospalosca,dospalosca,dos palos,CA,CA,100.0,dos palos,CA,0.4733814263079552
pepeekeohi,pepeekeohi,pepeekeo,HI,HI,100.0,pepeekeo,HI,0.4315098548623171
southsangabrielca,southsangabrielca,south san gabriel,CA,CA,100.0,south san gabriel,CA,0.7581301537680628
nashvilleil,nashvilleil,nashville,IL,IL,100.0,nashville,TN,0.145929808601626
devillela,devillela,deville,LA,LA,100.0,deville,LA,0.1373921452925714
makotind,makotifl,makoti,ND,FL,75.0,makoti,PA,0.0259794308996445
perrymanmd,perrymanmd,perryman,MD,MD,100.0,perryman,MD,0.0553248928808209
yelmwa,yelmwa,yelm,WA,WA,100.0,yelm,WA,0.5140376287709884
crystallawnsil,crystallawnsil,crystal lawns,IL,IL,100.0,crystal lawns,IL,0.1769568461411775
richmondva,richmondva,richmond,VA,VA,100.0,richmond,VA,0.0961045167567784
wheatleyar,wheatleyfl,wheatley,AR,FL,71.42857142857143,wheatley,NY,0.0922098979151996
suitlandmd,suitlandmd,suitland,MD,MD,100.0,suitland,MD,0.3985529648579746
sanacacianm,sanacacianj,san acacia,NM,NJ,83.33333333333334,san acacia,CA,0.6515015480418912
stratfordd,stratfordca,stratford,D,CA,100.0,stratford,WI,0.1169056558671175
andoversd,andoverfl,andover,SD,FL,100.0,andover,MA,0.2346063476734882
scarvlleia,scarvlleny,scarvlle,IA,NY,77.77777777777779,scarvlle,PA,0.0259794308996445
boykinga,boykintx,boykin,GA,TX,75.0,boykin,PA,0.0259794308996445
gravoismillsmo,gravoismillsor,gravois mills,MO,OR,85.71428571428571,gravois mills,SC,0.2317329342526163
goldendalewa,goldendalewa,goldendale,WA,WA,100.0,goldendale,WA,0.0479273400441341
whitehorsenj,whitehorsenj,white horse,NJ,NJ,100.0,white horse,NM,0.0831722775819139
newpraguemn,newpraguemn,new prague,MN,MN,100.0,new prague,MN,0.1945819433440181
griffithin,griffithin,griffith,IN,IN,100.0,griffith,IN,0.0477571380942961
bowmansc,bowmannd,bowman,SC,ND,100.0,bowman,ND,0.7755926289209033
lesteral,lesternj,lester,AL,NJ,85.71428571428571,lester,MN,0.448975227611927
ardmoretn,ardmoretn,ardmore,TN,TN,100.0,ardmore,OK,0.0594657884457848
shamrocklakesin,shamrocklakestx,shamrock lakes,IN,TX,90.5,shamrock lakes,WV,0.1309755955756307
woodburnor,woodburnor,woodburn,OR,OR,100.0,woodburn,OR,0.262360331795451
torypa,torypa,tory,PA,PA,75.0,tory,PA,0.0259794308996445
battlecreekmi,battlecreekmi,battle creek,MI,MI,100.0,battle creek,NV,0.5784155036360453
ocoomowocwi,ocoomowocaz,ocoomowoc,WI,AZ,90.5,ocoomowoc,PA,0.0259794308996445
hmletne,hmletnc,hmlet,NE,NC,83.33333333333334,hmlet,NC,0.0418215244937536
bentonia,bentonar,benton,IA,AR,100.0,benton,WA,0.1373908908466506
huntingtonsttionny,huntingtonsttionny,huntington sttion,NY,NY,94.44444444444444,huntington sttion,IN,0.0941864544450841
blountvilletn,blountvilletn,blountville,TN,TN,100.0,blountville,AL,0.0527953960882797
lagroin,lagrofl,lagro,IN,FL,80.0,lagro,PA,0.0259794308996445
ahrmonil,ahrmonma,ahrmon,IL,MA,83.33333333333334,ahrmon,PA,0.0259794308996445
alineok,alineca,aline,OK,CA,83.33333333333334,aline,KS,0.0495314051303989
shellvalleynd,shellvalleynd,shell valley,ND,ND,100.0,shell valley,ND,0.4792359893121615
kempsmillmd,kempsmilltx,kemps mill,MD,TX,90.5,kemps mill,PA,0.0259794308996445
menaar,menaar,mena,AR,AR,100.0,mena,AR,0.1595098746905106
rutherfordtn,rutherfordtn,rutherford,TN,TN,100.0,rutherford,NC,0.239530371486203
robbisntn,robbisnil,robbisn,TN,IL,85.71428571428571,robbisn,PA,0.0259794308996445
beltonsc,beltonsc,belton,SC,SC,100.0,belton,SC,0.0634738512729169
reformal,reformal,reform,AL,AL,100.0,reform,AL,0.0554624517224576
lajoyatx,lajoyatx,la joya,TX,TX,100.0,la joya,TX,0.1706496134296175
delawreoh,delawreoh,delawre,OH,OH,87.5,delawre,OH,0.0556447179332842
clintonil,clintonil,clinton,IL,IL,100.0,clinton,MI,0.0857037027438007
genolamn,genolaut,genola,MN,UT,100.0,genola,UT,0.4893348581932187
emporiumpa,emporiumpa,emporium,PA,PA,100.0,emporium,PA,0.0496484388263135
fordlandjo,fordlandct,fordland,JO,CT,87.5,fordland,PA,0.0259794308996445
sumerhavenaz,sumerhavenil,sumerhaven,AZ,IL,83.33333333333334,sumerhaven,PA,0.0259794308996445
castinoho,castinme,castin,OHO,ME,85.71428571428571,castin,PA,0.0259794308996445
wautomawia,wautomawi,wautoma,WIA,WI,100.0,wautoma,WI,0.0452684678024591
montereyla,montereyca,monterey,LA,CA,100.0,monterey,NM,0.372680794010507
hartfordwi,hartfordwi,hartford,WI,WI,100.0,hartford,CT,0.5686653066461406
seasideheightsn,seasideheightsnj,seaside heights,N,NJ,100.0,seaside heights,NJ,0.3633641949388921
eastportme,eastportme,eastport,ME,ME,100.0,eastport,ME,0.0781485259180685
greenvaleny,greenvaleny,greenvale,NY,NY,100.0,greenvale,NY,0.0330720197492479
edonoh,edonmo,edon,OH,MO,80.0,edon,PA,0.0259794308996445
janelewwv,janelewla,jane lew,WV,LA,75.0,jane lew,ME,0.0558361329751467
neworleansla,neworleansla,new orleans,LA,LA,100.0,new orleans,LA,0.2878401838474915
springmillky,springmillfl,spring mill,KY,FL,90.9090909090909,spring mill,NV,0.2654706775558447
nuterfortwv,nuterfortwv,nuter fort,WV,WV,90.9090909090909,nuter fort,WV,0.2258117088366205
myrtlenm,myrtletx,myrtle,NM,TX,75.0,myrtle,SC,0.4651696397381462
troyal,troyal,troy,AL,AL,100.0,troy,NH,0.1253108492243038
skylinemn,skylinefl,skyline,MN,FL,66.66666666666666,skyline,NM,0.2651962654525968
pennsgrovenj,pennsgrovenj,penns grove,NJ,NJ,100.0,penns grove,NJ,0.2524217242722589
collinwoodtn,collinwoodoh,collinwood,TN,OH,100.0,collinwood,OH,0.0577745931942411
sentinelbuttend,sentinelbuttefl,sentinel butte,ND,FL,90.5,sentinel butte,SD,0.4225037138151479
glencivemt,glencivemt,glencive,MT,MT,87.5,glencive,PA,0.0259794308996445
pattresonga,pattresonca,pattreson,GA,CA,88.88888888888889,pattreson,PA,0.0259794308996445
mcadetx,mcadega,mcade,TX,GA,80.0,mcade,PA,0.0259794308996445
glenechod,glenechoal,glen echo,D,AL,71.42857142857143,glen echo,NJ,0.102834978670519
millercityoh,millercitysd,miller city,OH,SD,90.5,miller city,AR,0.1584098014679894
lindonut,lindonut,lindon,UT,UT,100.0,lindon,UT,0.0908805866970823
westvillefl,westvilleil,westville,FL,IL,100.0,westville,OK,0.0562681693251264
naguabopr,naguabopr,naguabo,PR,PR,100.0,naguabo,PR,0.2146786138490763
emmetars,emmetca,emmet,ARS,CA,100.0,emmet,IA,0.2120235359851759
birnamwoodwi,birnamwoodil,birnamwood,WI,IL,71.42857142857143,birnamwood,PA,0.0259794308996445
univervitymc,univervityfl,univervity,MC,FL,90.0,univervity,PA,0.0259794308996445
beevilletx,beevilletx,beeville,TX,TX,100.0,beeville,TX,0.0311476746087125
riohondotx,riohondotx,rio hondo,TX,TX,100.0,rio hondo,NM,0.2021556926611204
highlandoh,highlandar,highland,OH,AR,100.0,highland,VA,0.2589073960757413
ferdinandid,ferdinandin,ferdinand,ID,IN,100.0,ferdinand,IN,0.0477571380942961
armingtonil,armingtonil,armington,IL,IL,90.0,armington,NH,0.2600712899383868
riversidemo,riversidemo,riverside,MO,MO,100.0,riverside,MT,0.2388511943223863
vadnaisheightsmv,vadnaisheightsmn,vadnais heights,MV,MN,100.0,vadnais heights,MN,0.2229698684456426
evansmillsny,evansmillsco,evans mills,NY,CO,90.5,evans mills,GA,0.2228301320913492
poleojeapr,poleojeapr,pole ojea,PR,PR,100.0,pole ojea,PR,0.6870744958732136
westcarthageny,westcarthageny,west carthage,NY,NY,100.0,west carthage,NY,0.0704287318312557
selahaa,selahwa,selah,AA,WA,100.0,selah,WA,0.0479273400441341
tintonfallsnj,tintonfallsnj,tinton falls,NJ,NJ,100.0,tinton falls,NJ,0.0955589448464181
campobellosc,campobelloca,campobello,SC,CA,90.5,campobello,PA,0.0259794308996445
powhatanla,powhatanmo,powhatan,LA,MO,75.0,powhatan,VA,0.1750248544551095
shongopoviaz,shongopovinj,shongopovi,AZ,NJ,75.0,shongopovi,PA,0.0259794308996445
mocksvillenc,mocksvillenc,mocksville,NC,NC,100.0,mocksville,NC,0.0421718744266612
granitevilleca,granitevilleny,graniteville,CA,NY,100.0,graniteville,SC,0.1620855096062863
langisburgpa,langisburgmi,langisburg,PA,MI,90.0,langisburg,PA,0.0259794308996445
gumspringsar,gumspringsar,gum springs,AR,AR,81.81818181818183,gum springs,ID,0.0620153031405577
charlottehallmd,charlottehallmd,charlotte hall,MD,MD,100.0,charlotte hall,VA,0.2523610317169457
dilleytx,dilleytx,dilley,TX,TX,100.0,dilley,TX,0.0311476746087125
mountauburnin,mountauburnmn,mount auburn,IN,MN,80.0,mount auburn,KY,0.1506107623322205
westhamptonbeachny,westhamptonbeachny,westhampton beach,NY,NY,100.0,westhampton beach,NY,0.2082638902186591
macedoniail,macedoniaoh,macedonia,IL,OH,100.0,macedonia,OH,0.0373012794621199
mchenrynd,mchenryil,mchenry,ND,IL,100.0,mchenry,ND,0.5847730405001431
joobspr,joobsaz,joobs,PR,AZ,90.5,joobs,PA,0.0259794308996445
jacksonburgoh,jacksonburgoh,jacksonburg,OH,OH,90.5,jacksonburg,PA,0.0259794308996445
wocottvillen,wocottvillein,wocottville,N,IN,91.66666666666666,wocottville,PA,0.0259794308996445
fairlnadm,fairlnadmd,fairlnad,M,MD,87.5,fairlnad,PA,0.0259794308996445
norwalkca,norwalkca,norwalk,CA,CA,100.0,norwalk,CT,0.4211432489997507
folosmpa,folosmpa,folosm,PA,PA,83.33333333333334,folosm,PA,0.0259794308996445
broadviewheightsoh,broadviewheightsoh,broadview heights,OH,OH,100.0,broadview heights,OH,0.3670004396414965
stroudsburgpa,stroudsburgpa,stroudsburg,PA,PA,100.0,stroudsburg,PA,0.0897015341247625
wataugatnc,wataugatx,watauga,TNC,TX,100.0,watauga,NC,0.2742264375483305
templevillemd,templevillega,templeville,MD,GA,90.5,templeville,PA,0.0259794308996445
bluebellut,bluebellpa,bluebell,UT,PA,88.88888888888889,bluebell,PA,0.0496484388263135
fellsburgpa,fellsburgpa,fellsburg,PA,PA,100.0,fellsburg,PA,0.0496484388263135
ovidco,ovidmi,ovid,CO,MI,100.0,ovid,MI,0.0774140561277963
mountcahemll,mountcahemlil,mount caheml,L,IL,83.33333333333334,mount caheml,KY,0.1033938463884584
losangelesca,losangelesca,los angeles,CA,CA,100.0,los angeles,CA,0.8115217224172192
cowlingtonok,cowlingtonal,cowlington,OK,AL,85.71428571428571,cowlington,PA,0.0259794308996445
zayfieldpa,zayfieldpa,zayfield,PA,PA,87.5,zayfield,PA,0.0259794308996445
clevelandtn,clevelandtn,cleveland,TN,TN,100.0,cleveland,OK,0.2609997066387749
lynndylut,lynndylin,lynndyl,UT,IN,90.5,lynndyl,PA,0.0259794308996445
nescatungaok,nescatungaok,nescatunga,OK,OK,66.66666666666666,nescatunga,PA,0.0259794308996445
towercitynd,towercitypa,tower city,ND,PA,100.0,tower city,ND,0.2380229696707868
shiprocknm,shiprocknm,shiprock,NM,NM,100.0,shiprock,NM,0.0990878164171822
webbcitymo,webbcitymo,webb city,MO,MO,100.0,webb city,MO,0.2630263998362463
cambridgeid,cambridgeil,cambridge,ID,IL,100.0,cambridge,IN,0.1976517096030216
mulleswv,mulleswv,mulles,WV,WV,85.71428571428571,mulles,PA,0.0259794308996445
mountainburgar,mountainburgco,mountainburg,AR,CO,87.5,mountainburg,PA,0.0259794308996445
maamecok,maamecla,maamec,OK,LA,90.5,maamec,PA,0.0259794308996445
beltonsc,beltonsc,belton,SC,SC,100.0,belton,SC,0.0634738512729169
buckmeadowsca,buckmeadowswi,buck meadows,CA,WI,75.0,buck meadows,TX,0.0771896442681263
springhillfl,springhillfl,spring hill,FL,FL,100.0,spring hill,MD,0.1521285141733802
northboroia,northboroil,northboro,IA,IL,80.0,northboro,PA,0.0259794308996445
frankfortil,frankfortil,frankfort,IL,IL,100.0,frankfort,IL,0.167873354770335
piquaoh,piquaoh,piqua,OH,OH,100.0,piqua,OH,0.0373012794621199
commercetx,commercetx,commerce,TX,TX,100.0,commerce,CO,0.1419276932196787
valleybendwv,valleybendal,valley bend,WV,AL,90.5,valley bend,AZ,0.1716156871601159
swanquarternc,swanquarterdc,swan quarter,NC,DC,75.0,swan quarter,CA,0.0295214199985668
cehomn,cehoak,ceho,MN,AK,80.0,ceho,PA,0.0259794308996445
lrattvilleal,lrattvilleal,lrattville,AL,AL,90.0,lrattville,PA,0.0259794308996445
templetonia,templetonca,templeton,IA,CA,100.0,templeton,MA,0.1096552918693583
mcdonaldks,mcdonaldoh,mcdonald,KS,OH,100.0,mcdonald,MO,0.3185139916891357
viennacenteroh,viennacenterga,vienna center,OH,GA,90.5,vienna center,CT,0.1663442515293791
ladoraia,ladoraia,ladora,IA,IA,100.0,ladora,PA,0.0259794308996445
cowpenss,cowpenssc,cowpens,S,SC,100.0,cowpens,SC,0.0681182114097765
sanisidrotx,sanisidronm,san isidro,TX,NM,100.0,san isidro,PR,0.4935154076881556
ferndalemd,ferndalemd,ferndale,MD,MD,100.0,ferndale,PA,0.1199569872820279
westwegola,westwegola,westwego,LA,LA,100.0,westwego,LA,0.0601926739649647
johnstonsc,johnstonsc,johnston,SC,SC,100.0,johnston,RI,0.4458359421606929
jenkinsburgga,jenkinsburgky,jenkinsburg,GA,KY,90.5,jenkinsburg,PA,0.0259794308996445
kingmantaz,kingmanaz,kingman,TAZ,AZ,100.0,kingman,AZ,0.590830047904261
lakehamiltonar,lakehamiltonar,lake hamilton,AR,AR,100.0,lake hamilton,IN,0.1286538240171574
caswellbeachnc,caswellbeachar,caswell beach,NC,AR,75.0,caswell beach,NC,0.1900482033767672
lafayetteal,lafayetteny,la fayette,AL,NY,80.0,la fayette,PR,0.1260345380106907
pocawv,pocane,poca,WV,NE,80.0,poca,NE,0.1986854836953843
connellyspringsnc,connellyspringsnc,connelly springs,NC,NC,100.0,connelly springs,NC,0.1319674517794287
southbrowningmt,southbrowningmt,south browning,MT,MT,100.0,south browning,MT,0.7737141287679133
t.xstephensnc,t.xstephensnc,t.xstephens,NC,NC,64.28571428571429,t.xstephens,PA,0.0259794308996445
rutherfordcolelgenc,rutherfordcolelgenj,rutherfor dcolelge,NC,NJ,90.0,rutherfor dcolelge,NC,0.0369349528501625
faribaultmn,faribaultmn,faribault,MN,MN,100.0,faribault,MN,0.361644532111733
edgewoodpa,edgewoodpa,edgewood,PA,PA,100.0,edgewood,NM,0.2238998253703799
camdenan,camdenal,camden,AN,AL,100.0,camden,DE,0.4220933990355492
beattystownnj,beattystownnj,beattystown,NJ,NJ,100.0,beattystown,NJ,0.0424313089922792
sturgisky,sturgisky,sturgis,KY,KY,100.0,sturgis,SD,0.2665076219259737
eastgrandrapidsmi,eastgrandrapidsmi,east grand rapids,MI,MI,100.0,east grand rapids,MI,0.4040618124294276
gainesboroan,gainesborotn,gainesboro,AN,TN,100.0,gainesboro,TN,0.0493296923879667
genoalmn,genoalil,genoal,MN,IL,90.5,genoal,PA,0.0259794308996445
nowatad,nowataok,nowata,D,OK,100.0,nowata,OK,0.5470363588573329
ellisgrovewl,ellisgrovepa,ellis grove,WL,PA,90.9090909090909,ellis grove,OK,0.2929336414754909
soutdaytonny,soutdaytonfl,sout dayton,NY,FL,84.61538461538461,sout dayton,ME,0.1385929423608433
fortatkinsoniax,fortatkinsonwi,fort atkinson,IAX,WI,100.0,fort atkinson,GA,0.2078487751327142
millcreekil,millcreekwa,mill creek,IL,WA,100.0,mill creek,CO,0.1822574146381818
hutsonvilleil,hutsonvillemi,hutsonville,IL,MI,90.9090909090909,hutsonville,PA,0.0259794308996445
goldenvalleynd,goldenvalleyaz,golden valley,ND,AZ,100.0,golden valley,NV,0.4528746050727782
hanovermd,hanovermd,hanover,MD,MD,100.0,hanover,VA,0.1462647749427628
marysvilleks,marysvilleks,marysville,KS,KS,100.0,marysville,KS,0.1562252306327926
buckinghamcourthouseva,buckinghamcourthouseva,buckingham courthouse,VA,VA,90.5,buckingham courthouse,VA,0.4842884316749888
lukemd,lukewi,luke,MD,WI,75.0,luke,IN,0.0373379609086951
arcaiaca,arcaiaca,arcaia,CA,CA,85.71428571428571,arcaia,IN,0.1229102170240011
charteroakca,charteroakca,charter oak,CA,CA,100.0,charter oak,CA,0.0697023965374529
toetervilleja,toetervilleca,toeterville,JA,CA,100.0,toeterville,PA,0.0259794308996445
collegevillein,collegevillemn,collegeville,IN,MN,100.0,collegeville,MN,0.0831653631534856
bataviail,bataviail,batavia,IL,IL,100.0,batavia,OH,0.0532009491279699
catawbaoh,catawbasc,catawba,OH,SC,100.0,catawba,NC,0.6573367969397944
merrifieldva,merrifieldva,merrifield,VA,VA,100.0,merrifield,VA,0.0405997135808639
pexinnd,pexinil,pexin,ND,IL,80.0,pexin,PA,0.0259794308996445
shoshoneca,shoshoneid,shoshone,CA,ID,100.0,shoshone,ID,0.622519652580433
portsmouthnh,portsmouthnh,portsmouth,NH,NH,100.0,portsmouth,RI,0.2159258474824865
pinegrovemillszpa,pinegrovemillszpa,pine grove millsz,PA,PA,90.5,pine grove millsz,MN,0.2038803402345554
hollistermot,hollisterca,hollister,MOT,CA,100.0,hollister,MO,0.075750020009713
claypoolhillva,claypoolhillva,claypool hill,VA,VA,100.0,claypool hill,VA,0.3561017565695598
parkersburgia,parkersburgia,parkersburg,IA,IA,100.0,parkersburg,WV,0.2191315997250711
lathropca,lathropca,lathrop,CA,CA,100.0,lathrop,MO,0.1966125848325768
columbiams,columbiams,columbia,MS,MS,100.0,columbia,OR,0.1419722346067793
shadycovelr,shadycoveor,shady cove,LR,OR,100.0,shady cove,OR,0.2707744329603591
wrightsvillear,wrightsvillear,wrightsville,AR,AR,100.0,wrightsville,NC,0.2392152330722746
islandcityor,islandcityor,island city,OR,OR,100.0,island city,FL,0.1889729312866871
trespinosca,trespinosca,tres pinos,CA,CA,80.0,tres pinos,CA,0.0298792882996801
orlovistafl,orlovistafl,orlovista,FL,FL,100.0,orlovista,FL,0.0299204782959883
southwestranchesfl,southwestranchesfl,southwest ranches,FL,FL,100.0,southwest ranches,FL,0.5259728615323348
bstwickga,bstwickny,bstwick,GA,NY,75.0,bstwick,PA,0.0259794308996445
oaklanmd,oaklanmd,oaklan,MD,MD,85.71428571428571,oaklan,TN,0.0649529168879073
